"Duration","HeartRate",
"1","62",
"1","63",
"1","64",
"1","64",
"1","64",
"1","63",
"1","62",
"1","62",
"1","61",
"1","62",
"1","62",
"1","63",
"1","63",
"1","62",
"1","62",
"1","62",
"1","61",
"1","61",
"1","60",
"1","60",
"1","60",
"1","60",
"1","60",
"1","60",
"1","59",
"1","59",
"1","59",
"1","59",
"1","60",
"1","60",
"1","60",
"1","60",
"1","59",
"1","59",
"1","59",
"1","58",
"1","59",
"1","60",
"1","60",
"1","60",
"1","60",
"1","60",
"1","60",
"1","60",
"1","60",
"1","61",
"1","62",
"1","63",
"1","62",
"1","61",
"1","60",
"1","60",
"1","60",
"1","61",
"1","64",
"1","65",
"1","67",
"1","67",
"1","70",
"1","71",
"1","73",
"1","74",
"1","76",
"1","76",
"1","78",
"1","79",
"1","81",
"1","82",
"1","85",
"1","87",
"1","89",
"1","91",
"1","93",
"1","95",
"1","96",
"1","97",
"1","97",
"1","98",
"1","98",
"1","97",
"1","96",
"1","96",
"1","88",
"1","78",
"1","76",
"1","75",
"1","74",
"1","73",
"1","73",
"1","72",
"1","72",
"1","72",
"1","70",
"1","69",
"1","67",
"1","67",
"1","67",
"1","67",
"1","67",
"1","66",
"1","65",
"1","64",
"1","65",
"1","66",
"1","68",
"1","69",
"1","71",
"1","72",
"1","73",
"1","73",
"1","74",
"1","74",
"1","74",
"1","72",
"1","71",
"1","70",
"1","70",
"1","70",
"1","69",
"1","69",
"1","68",
"1","67",
"1","66",
"1","66",
"1","66",
"1","67",
"1","68",
"1","68",
"1","68",
"1","67",
"1","66",
"1","65",
"1","65",
"1","65",
"1","65",
"1","65",
"1","65",
"1","65",
"1","65",
"1","65",
"1","65",
"1","65",
"1","64",
"1","64",
"1","63",
"1","63",
"1","63",
"1","64",
"1","64",
"1","64",
"1","63",
"1","63",
"1","64",
"1","64",
"1","65",
"1","65",
"1","65",
"1","65",
"1","66",
"1","66",
"1","66",
"1","66",
"1","65",
"1","66",
"1","67",
"1","67",
"1","68",
"1","69",
"1","69",
"1","68",
"1","68",
"1","68",
"1","68",
"1","68",
"1","69",
"1","69",
"1","69",
"1","69",
"1","69",
"1","68",
"1","68",
"1","68",
"1","68",
"1","68",
"1","67",
"1","67",
"1","67",
"1","67",
"1","66",
"1","65",
"1","64",
"1","64",
"1","63",
"1","64",
"1","65",
"1","65",
"1","66",
"1","66",
"1","65",
"1","64",
"1","64",
"1","64",
"1","64",
"1","64",
"1","64",
"1","64",
"1","64",
"1","64",
"1","63",
"1","64",
"1","64",
"1","63",
"1","62",
"1","62",
"1","63",
"1","64",
"1","65",
"1","65",
"1","65",
"1","64",
"1","63",
"1","63",
"1","63",
"1","65",
"1","65",
"1","66",
"1","65",
"1","65",
"1","65",
"1","65",
"1","66",
"1","66",
"1","68",
"1","67",
"1","67",
"1","66",
"1","66",
"1","66",
"1","66",
"1","66",
"1","65",
"1","65",
"1","66",
"1","67",
